City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Tabou,CI,2022-12-21 04:44:56,4.423,-7.3528,76.69,85,91,4.21
294,Knokke-Heist,BE,2022-12-21 04:44:56,51.3333,3.3333,46.02,92,79,5.01
295,Jumla,NP,2022-12-21 04:44:57,29.2747,82.1838,55.89,11,1,4.0
296,Cabo San Lucas,MX,2022-12-21 04:43:35,22.8909,-109.9124,71.51,66,92,2.89
297,Scottsbluff,US,2022-12-21 04:44:58,41.8666,-103.6672,30.78,70,100,11.5
298,Jiayuguan,CN,2022-12-21 04:44:58,39.8167,98.3,29.97,46,0,1.63
299,Kirakira,SB,2022-12-21 04:44:59,-10.4544,161.9205,85.68,69,91,6.78
300,Shihezi,CN,2022-12-21 04:44:59,44.3,86.0333,14.22,83,9,0.54
301,Villareal,PH,2022-12-21 04:45:00,11.5659,124.9281,80.29,87,100,3.51
302,Saint Augustine,US,2022-12-21 04:42:50,29.8947,-81.3145,63.01,97,100,13.8
303,Palapye,BW,2022-12-21 04:45:00,-22.546,27.1251,72.79,74,21,14.5
304,Okhotsk,RU,2022-12-21 04:45:01,59.3833,143.3,19.81,83,99,15.28
305,Port-Cartier,CA,2022-12-21 04:45:01,50.0334,-66.8654,28.08,93,96,4.88
306,Karpogory,RU,2022-12-21 04:45:02,64.0019,44.4451,2.73,97,100,6.11
307,Te Anau,NZ,2022-12-21 04:45:03,-45.4167,167.7167,69.8,42,10,2.64
308,Cranbrook,CA,2022-12-21 04:45:04,49.4999,-115.7688,-11.36,77,75,2.3
309,Bodden Town,KY,2022-12-21 04:41:47,19.2833,-81.25,78.93,80,15,5.99
310,Padang,ID,2022-12-21 04:44:35,-0.9492,100.3543,86.05,63,91,6.93
311,Chhabra,IN,2022-12-21 04:45:06,24.6667,76.8333,72.7,31,5,4.83
312,Cosala,MX,2022-12-21 04:45:07,24.4125,-106.6908,60.78,44,52,3.33
313,Pisco,PE,2022-12-21 04:45:07,-13.7,-76.2167,69.85,83,0,3.44
314,Machhlishahr,IN,2022-12-21 04:45:08,25.6833,82.4167,69.71,29,1,2.66
315,Sidney,AU,2022-12-21 04:44:00,-33.8679,151.2073,78.24,55,0,14.97
316,Marsh Harbour,BS,2022-12-21 04:45:09,26.5412,-77.0636,71.02,88,100,23.6
317,Tabas,IR,2022-12-21 04:45:09,33.5959,56.9244,51.04,35,29,1.14
318,Tignere,CM,2022-12-21 04:45:10,7.3667,12.65,60.96,32,94,2.37
319,Pankrushikha,RU,2022-12-21 04:45:12,53.8319,80.3406,11.59,87,100,9.06
320,Requena,ES,2022-12-21 04:46:13,39.4883,-1.1004,51.51,87,82,14.18
321,Yar-Sale,RU,2022-12-21 04:46:13,66.8333,70.8333,-21.51,97,100,10.18
322,La Baule-Escoublac,FR,2022-12-21 04:46:14,47.2922,-2.364,51.46,95,0,14.97
323,Omsukchan,RU,2022-12-21 04:46:14,62.5333,155.8,16.03,95,86,5.99
324,Roma,US,2022-12-21 04:46:15,43.2128,-75.4557,24.94,93,100,0.0
325,Vanderhoof,CA,2022-12-21 04:45:12,54.0166,-124.0198,-20.18,97,20,2.98
326,Santa Maria,BR,2022-12-21 04:46:16,-29.6842,-53.8069,64.33,93,0,7.7
327,Columbus,US,2022-12-21 04:42:32,39.9612,-82.9988,25.32,86,20,3.44
328,Taltal,CL,2022-12-21 04:46:11,-25.4,-70.4833,68.11,78,3,2.08
329,Bilma,NE,2022-12-21 04:46:18,18.6853,12.9164,57.79,50,85,10.47
330,Broken Hill,AU,2022-12-21 04:46:19,-31.95,141.4333,76.86,49,94,15.82
331,Deputatskiy,RU,2022-12-21 04:46:20,69.3,139.9,-9.83,99,97,2.75
332,Zhumadian,CN,2022-12-21 04:46:21,32.9794,114.0294,53.19,27,0,12.1
333,Taihe,CN,2022-12-21 04:46:22,30.8712,105.3845,53.06,50,0,5.26
334,Kushima,JP,2022-12-21 04:46:22,31.4583,131.2333,57.2,94,100,9.93
335,Lawang,ID,2022-12-21 04:46:23,-7.8353,112.6947,86.65,56,44,1.45
336,Mantua,IT,2022-12-21 04:46:24,45.1667,10.7833,42.35,91,100,1.01
337,Crawfordsville,US,2022-12-21 04:46:25,40.0411,-86.8745,26.83,82,89,5.44
338,Bambous Virieux,MU,2022-12-21 04:46:28,-20.3428,57.7575,81.21,65,40,6.91
339,Nantucket,US,2022-12-21 04:46:29,41.2835,-70.0995,37.99,77,0,9.22
340,Tandil,AR,2022-12-21 04:46:30,-37.3217,-59.1332,64.69,96,18,8.37
341,Belmonte,BR,2022-12-21 04:46:30,-15.8631,-38.8828,74.79,90,96,8.57
342,San Pedro,PH,2022-12-21 04:45:55,14.35,121.0167,86.27,71,75,4.61
343,Narsaq,GL,2022-12-21 04:46:31,60.9167,-46.05,8.82,61,0,9.04
344,Buala,SB,2022-12-21 04:46:32,-8.145,159.5921,85.15,71,100,5.75
345,Fare,PF,2022-12-21 04:46:32,-16.7,-151.0167,80.38,79,52,17.85
346,Cabedelo,BR,2022-12-21 04:46:33,-6.9811,-34.8339,77.67,76,13,5.32
347,Calama,CL,2022-12-21 04:46:33,-22.4667,-68.9333,52.29,37,0,8.05
348,Vostok,RU,2022-12-21 04:46:33,46.4856,135.8833,11.7,75,45,1.36
349,Kardla,EE,2022-12-21 04:46:34,58.9978,22.7492,40.98,93,100,10.36
350,Konevo,RU,2022-12-21 04:46:34,62.1215,39.3192,18.16,94,100,8.61
351,Kloulklubed,PW,2022-12-21 04:46:35,7.0419,134.2556,84.7,74,94,10.2
352,Karaton,ID,2022-12-21 04:46:35,-6.3424,106.1045,88.9,55,39,4.94
353,Kysyl-Syr,RU,2022-12-21 04:46:36,63.8986,122.7617,-32.89,98,100,1.39
354,Begunitsy,RU,2022-12-21 04:46:36,59.5855,29.3176,31.15,98,100,8.72
355,Mnogovershinnyy,RU,2022-12-21 04:46:36,53.9353,139.9242,-3.14,89,100,6.33
356,Oranjemund,NA,2022-12-21 04:46:37,-28.55,16.4333,63.55,89,12,6.04
357,Namatanai,PG,2022-12-21 04:42:16,-3.6667,152.4333,84.9,69,84,9.89
358,Dehloran,IR,2022-12-21 04:46:38,32.6941,47.2679,61.18,42,0,4.65
359,Opuwo,NA,2022-12-21 04:44:09,-18.0607,13.84,66.34,34,22,3.02
360,Kavaratti,IN,2022-12-21 04:46:38,10.5669,72.642,81.39,70,82,8.86
361,Poya,NC,2022-12-21 04:46:39,-21.35,165.15,73.78,89,100,10.02
362,Luderitz,NA,2022-12-21 04:46:39,-26.6481,15.1594,64.98,75,0,2.77
363,Bichura,RU,2022-12-21 04:46:40,50.5881,107.6022,7.88,83,92,2.37
364,Tanout,NE,2022-12-21 04:46:40,14.9709,8.8879,59.13,42,95,11.36
365,Ketchikan,US,2022-12-21 04:47:41,55.3422,-131.6461,17.58,52,0,0.0
366,Iquitos,PE,2022-12-21 04:47:41,-3.7481,-73.2472,75.24,88,75,2.3
367,Malhargarh,IN,2022-12-21 04:43:11,24.2833,74.9833,72.46,33,7,4.88
368,Tlayacapan,MX,2022-12-21 04:47:42,18.9333,-98.9833,69.1,67,13,5.64
369,Bluefields,NI,2022-12-21 04:47:42,12.0137,-83.7635,74.61,90,4,7.96
370,Micheweni,TZ,2022-12-21 04:47:43,-4.9667,39.8333,81.81,73,96,11.5
371,Kaitangata,NZ,2022-12-21 04:47:43,-46.2817,169.8464,54.03,78,100,12.59
372,Miri,MY,2022-12-21 04:47:44,4.4148,114.0089,87.17,74,40,4.61
373,Banda Aceh,ID,2022-12-21 04:47:44,5.5577,95.3222,83.64,70,83,7.4
374,Osmaniye,TR,2022-12-21 04:47:45,37.0742,36.2478,51.08,79,100,4.14
375,Sic,RO,2022-12-21 04:47:45,46.9333,23.8833,22.82,39,53,2.15
376,Manzanillo,CU,2022-12-21 04:47:46,20.3433,-77.1167,70.88,81,0,1.97
377,Ukiah,US,2022-12-21 04:47:46,39.1502,-123.2078,52.05,87,100,0.0
378,Phangnga,TH,2022-12-21 04:47:47,8.4509,98.5298,84.24,56,41,8.03
379,North Bend,US,2022-12-21 04:44:47,43.4065,-124.2243,53.92,99,100,12.66
380,Skibbereen,IE,2022-12-21 04:43:56,51.55,-9.2667,47.1,76,56,22.93
381,Mayo,US,2022-12-21 04:47:48,38.8876,-76.5119,33.94,75,0,3.44
382,Mount Darwin,ZW,2022-12-21 04:47:48,-16.7725,31.5838,68.94,85,99,4.07
383,Adrar,MR,2022-12-21 04:47:48,20.5022,-10.0711,56.52,42,0,10.78
384,Tocantins,BR,2022-12-21 04:47:49,-10.5,-48.0,71.89,95,100,2.53
385,Rongcheng,CN,2022-12-21 04:47:49,30.634,117.8517,52.65,33,0,6.62
386,Tombouctou,ML,2022-12-21 04:47:50,20.0,-3.0,60.76,25,0,10.2
387,Araouane,ML,2022-12-21 04:47:50,18.9048,-3.5265,61.48,25,6,9.95
388,Tarakan,ID,2022-12-21 04:47:51,3.3,117.6333,83.7,79,20,2.3
389,Uige,AO,2022-12-21 04:47:51,-7.6087,15.0613,61.48,96,84,2.95
390,Santa Isabel Do Rio Negro,BR,2022-12-21 04:47:52,-0.4139,-65.0192,72.64,98,100,0.67
391,Poronaysk,RU,2022-12-21 04:47:52,49.2167,143.1167,9.84,84,10,4.18
392,Grenfell,AU,2022-12-21 04:47:53,-33.9,148.1667,79.45,20,97,2.57
393,Churapcha,RU,2022-12-21 04:47:53,62.0025,132.4325,-23.91,98,99,1.54
394,Krotoszyn,PL,2022-12-21 04:46:43,51.6987,17.4374,37.54,81,100,8.19
395,Houston,US,2022-12-21 04:45:02,29.7633,-95.3633,50.14,84,100,12.66
396,Saint-Denis,FR,2022-12-21 04:47:54,48.9167,2.3333,50.85,96,0,9.22
397,Lehi,US,2022-12-21 04:45:06,40.3916,-111.8508,33.55,74,96,1.01
398,Taree,AU,2022-12-21 04:47:55,-31.9,152.4667,79.07,48,10,10.31
399,Bud,US,2022-12-21 04:47:55,39.447,-86.1758,30.81,84,80,3.69
400,Oriximina,BR,2022-12-21 04:47:55,-1.7656,-55.8661,75.36,88,100,2.73
401,Kijang,KR,2022-12-21 04:47:05,35.2442,129.2139,38.93,92,100,5.75
402,Talin,EE,2022-12-21 04:43:58,59.437,24.7535,37.94,93,100,13.8
403,Mosetse,BW,2022-12-21 04:47:56,-20.75,26.65,74.44,61,99,11.16
404,Aykhal,RU,2022-12-21 04:47:57,66.0,111.5,-34.85,100,100,5.44
405,Baghdad,IQ,2022-12-21 04:45:22,33.3406,44.4009,46.31,87,0,1.14
406,Vesyegonsk,RU,2022-12-21 04:47:57,58.664,37.2604,7.27,95,93,6.02
407,Talnakh,RU,2022-12-21 04:47:58,69.4865,88.3972,-20.79,98,100,6.26
408,Sisimiut,GL,2022-12-21 04:47:58,66.9395,-53.6735,16.72,63,38,3.42
409,Zonguldak,TR,2022-12-21 04:48:59,41.25,31.8333,29.82,73,3,3.18
410,Hami,CN,2022-12-21 04:49:00,42.8,93.45,27.81,34,0,8.72
411,Laranja Da Terra,BR,2022-12-21 04:49:00,-19.8989,-41.0567,70.99,98,100,2.04
412,Burgeo,CA,2022-12-21 04:44:11,47.6167,-57.6152,30.29,80,64,13.42
413,Kitimat,CA,2022-12-21 04:45:44,54.0524,-128.6534,0.91,60,3,5.35
414,Ancud,CL,2022-12-21 04:49:01,-41.8697,-73.8203,57.18,94,79,8.72
415,Kirkwall,GB,2022-12-21 04:49:01,58.9848,-2.9587,41.97,81,77,14.97
416,Peniche,PT,2022-12-21 04:49:02,39.3558,-9.3811,61.29,90,100,9.98
417,Yulara,AU,2022-12-21 04:49:02,-25.2406,130.9889,94.86,21,100,5.77
418,Muros,ES,2022-12-21 04:49:03,42.7762,-9.0603,59.85,82,100,19.64
419,Puerto Leguizamo,CO,2022-12-21 04:49:03,-0.1934,-74.7819,73.33,72,100,2.46
420,Lensk,RU,2022-12-21 04:49:02,60.7253,114.9278,-12.57,93,69,2.95
421,Macusani,PE,2022-12-21 04:49:04,-14.0833,-70.4333,39.45,91,100,1.45
422,Katsuura,JP,2022-12-21 04:49:05,35.1333,140.3,54.43,61,86,13.4
423,Kismayo,SO,2022-12-21 04:49:05,-0.3582,42.5454,80.98,73,94,14.7
424,Surt,LY,2022-12-21 04:49:06,31.2089,16.5887,60.85,81,79,5.95
425,San Vicente,AR,2022-12-21 04:49:06,-26.6167,-54.1333,60.89,86,6,2.04
426,Avera,US,2022-12-21 04:49:07,33.194,-82.5271,38.71,77,100,10.02
427,Tall Kayf,TR,2022-12-21 04:49:08,37.0833,41.0667,48.54,58,100,6.76
428,Saint-Francois,FR,2022-12-21 04:49:08,46.4154,3.9054,49.44,93,100,4.61
429,Luanda,AO,2022-12-21 04:49:09,-8.8368,13.2343,77.0,78,75,3.44
430,Tual,ID,2022-12-21 04:49:09,-5.6667,132.75,81.03,81,100,12.5
431,Olinda,BR,2022-12-21 04:49:10,-8.0089,-34.8553,80.33,69,75,4.61
432,Neiafu,TO,2022-12-21 04:49:10,-18.65,-173.9833,84.88,79,20,6.91
433,Dinar,TR,2022-12-21 04:49:11,38.065,30.1656,26.56,72,1,5.7
434,Obama,JP,2022-12-21 04:49:12,35.4958,135.746,46.96,52,99,8.32
435,Tilichiki,RU,2022-12-21 04:49:12,60.4667,166.1,32.2,54,100,28.72
436,Arkhara,RU,2022-12-21 04:49:13,49.4212,130.0842,-4.76,84,99,5.59
437,Great Falls,US,2022-12-21 04:46:54,47.5002,-111.3008,-14.33,79,100,5.75
438,Bukachacha,RU,2022-12-21 04:49:14,52.9833,116.9167,-4.61,70,16,3.67
439,Seddon,AU,2022-12-21 04:49:14,-37.8068,144.8916,86.61,34,0,12.66
440,Rio Grande,BR,2022-12-21 04:49:15,-32.035,-52.0986,69.35,80,7,16.73
441,Collierville,US,2022-12-21 04:47:45,35.042,-89.6645,38.95,66,0,5.75
442,Snyder,US,2022-12-21 04:49:16,32.7179,-100.9176,36.32,100,100,3.44
443,Umba,RU,2022-12-21 04:49:16,66.6871,34.3429,27.14,95,100,20.02
444,Carballo,ES,2022-12-21 04:47:04,43.213,-8.691,59.86,85,99,11.65
445,Salinopolis,BR,2022-12-21 04:49:17,-0.6136,-47.3561,77.58,84,34,6.08
446,Eyl,SO,2022-12-21 04:49:18,7.9803,49.8164,78.96,70,31,20.15
447,Mareeba,AU,2022-12-21 04:49:19,-17.0,145.4333,79.52,88,100,9.15
448,Marsala,IT,2022-12-21 04:49:19,37.7966,12.4352,48.94,87,0,6.91
449,Mingyue,CN,2022-12-21 04:49:20,43.1069,128.9217,20.89,87,100,1.3
450,Ivanivka,UA,2022-12-21 04:49:21,46.7208,34.553,32.38,70,100,3.78
451,Slave Lake,CA,2022-12-21 04:48:11,55.2834,-114.769,-25.62,75,75,5.75
452,Leningradskiy,RU,2022-12-21 04:49:21,69.3833,178.4167,2.39,84,4,11.52
453,Piacabucu,BR,2022-12-21 04:49:22,-10.4056,-36.4344,75.74,89,1,6.87
454,Taunggyi,MM,2022-12-21 04:49:22,20.7833,97.0333,70.66,51,18,5.68
455,Biharamulo,TZ,2022-12-21 04:49:23,-2.6319,31.3089,62.04,91,100,0.87
456,Vanimo,PG,2022-12-21 04:50:24,-2.6741,141.3028,79.27,85,100,3.67
457,Amga,RU,2022-12-21 04:50:24,60.8953,131.9608,-18.63,96,100,1.01
458,Pyapon,MM,2022-12-21 04:50:24,16.2833,95.6833,87.15,49,41,3.62
459,North Mankato,US,2022-12-21 04:50:25,44.1733,-94.0339,-2.02,87,0,4.61
460,Novaya Mayna,RU,2022-12-21 04:50:25,54.15,49.75,10.87,99,92,2.93
461,Wanning,CN,2022-12-21 04:50:26,18.8003,110.3967,67.73,75,93,15.12
462,Atar,MR,2022-12-21 04:49:32,20.5169,-13.0499,60.31,37,0,11.63
463,Stulovo,RU,2022-12-21 04:50:27,58.7225,50.1439,-19.08,100,99,1.61
464,Saurimo,AO,2022-12-21 04:50:27,-9.6608,20.3916,61.41,93,99,1.83
465,Oga,IT,2022-12-21 04:50:28,46.4631,10.347,34.03,99,100,5.32
466,Xiaoyi,CN,2022-12-21 04:50:29,34.6178,109.703,54.07,17,67,14.34
467,Asfi,MA,2022-12-21 04:50:29,32.2994,-9.2372,62.62,57,17,5.46
468,Police,PL,2022-12-21 04:50:30,53.5521,14.5718,41.02,88,100,4.0
469,Constitucion,CL,2022-12-21 04:50:30,-35.3333,-72.4167,56.89,91,0,3.51
470,Manicore,BR,2022-12-21 04:50:31,-5.8092,-61.3003,71.92,99,100,1.23
471,San Quintin,MX,2022-12-21 04:46:13,30.4833,-115.95,56.35,69,0,5.53
472,Uvat,RU,2022-12-21 04:50:33,59.1433,68.8953,-4.59,98,98,7.43
473,Kholodnyy,RU,2022-12-21 04:50:33,62.7167,147.95,6.17,96,100,5.28
474,Vieste,IT,2022-12-21 04:50:34,41.8825,16.175,51.66,74,68,2.84
475,Loandjili,CG,2022-12-21 04:50:34,-4.7561,11.8578,74.86,91,100,5.77
476,Tazmalt,DZ,2022-12-21 04:50:35,36.3868,4.3989,50.11,64,13,3.15
477,Suez,EG,2022-12-21 04:50:35,29.9737,32.5263,57.02,89,25,8.52
478,Hovd,MN,2022-12-21 04:50:35,48.0056,91.6419,9.3,77,12,2.08
479,Murgab,TM,2022-12-21 04:50:36,37.4966,61.9714,37.27,87,100,11.5
480,Palmerston,AU,2022-12-21 04:50:36,-12.486,130.9833,89.58,74,75,10.36
481,Nagai,JP,2022-12-21 04:50:37,38.1036,140.035,34.41,92,100,2.3
482,Kungurtug,RU,2022-12-21 04:50:37,50.5994,97.5228,12.09,88,86,1.72
483,Provost,CA,2022-12-21 04:50:38,52.3501,-110.2683,-34.15,99,100,4.41
484,Ler,SS,2022-12-21 04:50:38,8.3018,30.1418,75.0,37,79,5.86
485,Hofn,IS,2022-12-21 04:50:39,64.2539,-15.2082,33.73,70,100,40.35
486,Coquimbo,CL,2022-12-21 04:50:40,-29.9533,-71.3436,60.53,94,0,2.3
487,Port Keats,AU,2022-12-21 04:50:40,-14.25,129.55,84.18,70,100,8.34
488,Marsabit,KE,2022-12-21 04:50:41,2.3284,37.9899,67.21,53,100,12.68
489,Richards Bay,ZA,2022-12-21 04:50:41,-28.783,32.0377,67.48,90,100,11.68
490,Yeppoon,AU,2022-12-21 04:50:42,-23.1333,150.7333,82.18,56,11,14.94
491,Mildura,AU,2022-12-21 04:50:42,-34.2,142.15,76.06,47,100,13.49
492,Maceio,BR,2022-12-21 04:46:13,-9.6658,-35.7353,74.64,94,40,4.61
493,Trairi,BR,2022-12-21 04:48:28,-3.2778,-39.2689,76.6,85,92,5.75
494,Boyuibe,BO,2022-12-21 04:50:43,-20.4167,-63.2833,71.4,60,57,4.14
495,Husavik,IS,2022-12-21 04:50:44,66.0449,-17.3389,29.43,77,100,29.64
496,Havoysund,NO,2022-12-21 04:50:44,70.9963,24.6622,26.83,86,100,18.45
497,Saint-Augustin,CA,2022-12-21 04:50:45,51.226,-58.6502,25.74,81,32,10.58
498,Kainantu,PG,2022-12-21 04:50:45,-6.2887,145.8655,74.32,58,100,5.1
499,Maniitsoq,GL,2022-12-21 04:51:23,65.4167,-52.9,17.28,59,35,5.48
500,Hamilton,US,2022-12-21 04:51:46,39.1834,-84.5333,32.76,79,0,0.0
501,Umm Kaddadah,SD,2022-12-21 04:51:46,13.6017,26.6876,64.18,45,48,12.91
502,Nagato,JP,2022-12-21 04:51:46,34.3833,131.2,45.48,91,100,9.01
503,Uusikaupunki,FI,2022-12-21 04:51:47,60.8004,21.4084,37.27,99,100,9.17
504,Gazanjyk,TM,2022-12-21 04:51:47,39.2446,55.5154,33.85,73,33,9.51
505,Dingle,PH,2022-12-21 04:49:01,10.9995,122.6711,81.95,82,97,7.96
506,Aberdeen,GB,2022-12-21 04:47:25,57.1437,-2.0981,40.66,79,40,12.66
507,Cheremnoye,RU,2022-12-21 04:51:48,53.1697,83.2133,19.99,80,14,14.14
508,Rendsburg,DE,2022-12-21 04:51:48,54.3,9.6667,45.28,100,100,3.44
509,Virginia Beach,US,2022-12-21 04:47:29,36.8529,-75.978,35.02,69,75,0.0
510,Vredendal,ZA,2022-12-21 04:51:49,-31.6683,18.5012,72.32,45,0,10.18
511,High Level,CA,2022-12-21 04:51:49,58.5169,-117.136,-36.29,67,75,2.3
512,Ola,RU,2022-12-21 04:51:50,59.5833,151.2833,19.22,78,100,12.26
513,Sherlovaya Gora,RU,2022-12-21 04:51:50,50.5667,116.25,-14.8,94,62,7.14
514,Muravlenko,RU,2022-12-21 04:51:51,63.7898,74.523,-6.99,98,100,14.56
515,Karasjok,NO,2022-12-21 04:51:51,69.4719,25.5112,16.03,95,100,10.6
516,Hervey Bay,AU,2022-12-21 04:51:52,-25.2986,152.8535,74.75,58,25,18.79
517,Coruche,PT,2022-12-21 04:51:52,38.9595,-8.5252,58.95,99,100,4.43
518,Nemuro,JP,2022-12-21 04:51:53,43.3236,145.575,29.91,51,46,3.76
519,Carutapera,BR,2022-12-21 04:51:53,-1.195,-46.02,75.85,87,31,3.58
520,Kununurra,AU,2022-12-21 04:51:54,-15.7667,128.7333,89.58,55,40,12.66
521,Ivolginsk,RU,2022-12-21 04:51:54,51.7492,107.2837,4.66,72,20,2.24
522,Asau,RO,2022-12-21 04:51:55,46.4333,26.4,25.72,27,19,5.53
523,Ucluelet,CA,2022-12-21 04:51:55,48.9329,-125.5528,29.08,91,70,6.46
524,Nha Trang,VN,2022-12-21 04:51:55,12.25,109.1833,82.4,69,95,14.07
525,Sanmenxia,CN,2022-12-21 04:49:35,34.7747,111.1814,49.28,23,9,11.43
526,Outram,MY,2022-12-21 04:51:56,1.2829,103.8379,87.93,69,75,4.61
527,Alindao,CF,2022-12-21 04:51:56,5.0267,21.2088,72.79,47,100,3.36
528,Pacific Grove,US,2022-12-21 04:51:57,36.6177,-121.9166,49.66,89,0,3.44
529,Kepno,PL,2022-12-21 04:51:16,51.2784,17.9891,34.81,85,100,11.56
530,Veraval,IN,2022-12-21 04:51:58,20.9,70.3667,79.83,29,3,10.49
531,Hueyapan,MX,2022-12-21 04:51:58,18.8667,-98.6667,52.57,68,5,6.44
532,Funadhoo,MV,2022-12-21 04:51:59,6.15,73.2667,80.83,71,100,3.27
533,Luoyang,CN,2022-12-21 04:51:59,34.6836,112.4536,50.0,23,3,7.05
534,Bara,NG,2022-12-21 04:48:18,10.3744,10.7288,59.88,35,50,6.51
535,Lulea,SE,2022-12-21 04:52:00,65.5842,22.1547,21.27,93,100,6.91
536,Knoxville,US,2022-12-21 04:47:48,35.9606,-83.9207,41.2,75,75,3.44
537,Tevriz,RU,2022-12-21 04:52:00,57.509,72.4042,-8.68,99,33,4.59
538,Alice Springs,AU,2022-12-21 04:50:56,-23.7,133.8833,94.55,26,93,5.75
539,Cam Ranh,VN,2022-12-21 04:52:01,11.9214,109.1591,82.36,61,75,20.71
